"";"plant_species";"frugivore_species";"ID";"frugivore_species_old";"frugivore_genus";"frugivore_class";"frugivore_order";"frugivore_family";"frugivore_class_old";"frugivore_order_old";"frugivore_family_old";"plant_species_old";"plant_genus";"plant_class";"plant_order";"plant_family";"plant_family_old";"plant.form";"frug.orig";"plant.origin";"plant.IUCN";"fruit.diameter..mm.";"fruit.length..mm.";"fruit.color";"seed.diameter..mm.";"seed.length..mm.";"frugivore.group";"frugivore.body.mass..g.";"frugivore.mean.gape.size..mm.";"frugivory.score";"frugivore.migration.status";"frugivore.population.trend";"frugivore.IUCN";"Country";"Island";"island.adapted";"specific.location";"habitat";"latitude.centroid";"longitude.centroid";"latitude";"longitude";"geographic";"geographic.lat";"geographic.lon";"precision";"reference";"method";"frugivore_native_status";"frugivore_endemic_status";"frugivore_singleislandendemism";"plant_native_status";"plant_endemic_status";"plant_singleislandendemism"
"768";"Clusia rosea";"Nesoctites micromegas";794;"Nesoctites micromegas";"Nesoctites";"Aves";"Piciformes";"Picidae";"Aves";"Piciformes";"Picidae";"Clusia rosea";"Clusia";"Magnoliopsida";"Malpighiales";"Clusiaceae";"Clusiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Mata de Plátano, Jarabacoa, La Vega, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,12159";"-70,58378";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"769";"Clusia rosea";"Todus angustirostris";803;"Todus angustirostris";"Todus";"Aves";"Coraciiformes";"Todidae";"Aves";"Coraciiformes";"Todidae";"Clusia rosea";"Clusia";"Magnoliopsida";"Malpighiales";"Clusiaceae";"Clusiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Las Auyamas, Buena Vista, La Vega, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,16933";"-70,65987";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"770";"Clusia rosea";"Coereba flaveola";778;"Coereba flaveola";"Coereba";"Aves";"Passeriformes";"Thraupidae";"Aves";"Passeriformes";"Thraupidae";"Clusia rosea";"Clusia";"Magnoliopsida";"Malpighiales";"Clusiaceae";"Clusiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Vera del Yaque, Las Guázaras, La Vega, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,08943";"-70,68957";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"No";"No";"Native";"No";"No"
"771";"Clusia rosea";"Loxigilla portoricensis";1598;"Loxigilla portoricensis";"Loxigilla";"Aves";"Passeriformes";"Thraupidae";"Aves";"Passeriformes";"Thraupidae";"Clusia rosea";"Clusia";"Magnoliopsida";"Malpighiales";"Clusiaceae";"Clusiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"resident";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Cordillera, Ciales";"moist limestone (karst) forest";18,22566835;-66,46639658;"18.315516° N";"66.514325° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"No";"Native";"No";"No"
"772";"Clusia rosea";"Loxigilla portoricensis";1736;"Loxigilla portoricensis";"Loxigilla";"Aves";"Passeriformes";"Thraupidae";"Aves";"Passeriformes";"Thraupidae";"Clusia rosea";"Clusia";"Magnoliopsida";"Malpighiales";"Clusiaceae";"Clusiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"resident";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Frontón, Ciales";"moist limestone (karst) forest";18,22566835;-66,46639658;"18.318748° N";"66.554630° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"No";"Native";"No";"No"
"773";"Clusia rosea";"Tyrannus dominicensis";1751;"Tyrannus dominicensis";"Tyrannus";"Aves";"Passeriformes";"Tyrannidae";"Aves";"Passeriformes";"Tyrannidae";"Clusia rosea";"Clusia";"Magnoliopsida";"Malpighiales";"Clusiaceae";"Clusiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Montaña, Aguadilla";"moist limestone (karst) forest";18,22566835;-66,46639658;"18.464577° N";"66.113023° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo & Morales 2016";"animal-oriented";"Native";"No";"No";"Native";"No";"No"
"774";"Clusia rosea";"Loxigilla portoricensis";1713;"Loxigilla portoricensis";"Loxigilla";"Aves";"Passeriformes";"Thraupidae";"Aves";"Passeriformes";"Thraupidae";"Clusia rosea";"Clusia";"Magnoliopsida";"Malpighiales";"Clusiaceae";"Clusiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"resident";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Dominguito, Arecibo";"moist limestone (karst) forest";18,22566835;-66,46639658;"18.406677° N";"66.731855° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"No";"Native";"No";"No"
"775";"Clusia rosea";"Icterus dominicensis portoricensis";3082;"Icterus portoricensis";"Icterus";"Aves";"Passeriformes";"Icteridae";"Aves";"Passeriformes";"Icteridae";"Clusia rosea";"Clusia";"Magnoliopsida";"Malpighiales";"Clusiaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Maricao State Forest (Maricao)";"subtropical wet forest";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"personal obs.";"plant-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"776";"Clusia rosea";"Margarops fuscatus";2823;"Margarops fuscatus";"Margarops";"Aves";"Passeriformes";"Mimidae";"Aves";"Passeriformes";"Mimidae";"Clusia rosea";"Clusia";"Magnoliopsida";"Malpighiales";"Clusiaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Bo. Cacao (Quebradillas)";"subtropical moist forest";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"personal obs.";"plant-oriented";"Native";"No";"No";"Native";"No";"No"
"777";"Clusia rosea";"Tiaris bicolor";1745;"Tiaris bicolor";"Tiaris";"Aves";"Passeriformes";"Thraupidae";"Aves";"Passeriformes";"Thraupidae";"Clusia rosea";"Clusia";"Magnoliopsida";"Malpighiales";"Clusiaceae";"Clusiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Montaña, Aguadilla";"moist limestone (karst) forest";18,22566835;-66,46639658;"18.464577° N";"66.113023° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo & Morales 2016";"animal-oriented";"Native";"No";"No";"Native";"No";"No"
"778";"Clusia rosea";"Vireo altiloquus";817;"Vireo altiloquus";"Vireo";"Aves";"Passeriformes";"Vireonidae";"Aves";"Passeriformes";"Vireonidae";"Clusia rosea";"Clusia";"Magnoliopsida";"Malpighiales";"Clusiaceae";"Clusiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"resident/migrant";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Vera del Yaque, Las Guázaras, La Vega, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,08943";"-70,68957";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"No";"No";"Native";"No";"No"
"779";"Clusia rosea";"Cyanerpes cyaneus";2619;"Cyanerpes cyaneus";"Cyanerpes";"Aves";"Passeriformes";"Thraupidae";"Aves";"Passeriformes";"Thraupidae";"Clusia rosea";"Clusia";"Magnoliopsida";"Malpighiales";"Clusiaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Cuba";"Cuba";"Cuba";"Las Terrazas, Artemisa";"subtropical moist forest";21,62469202;-79,03330319;"";"";"GA";19,0740227101688;-70,7529184711968;"";"ebird";"plant-oriented";"Native";"No";"No";"Native";"No";"No"
"780";"Clusia rosea";"Dulus dominicus";779;"Dulus dominicus";"Dulus";"Aves";"Passeriformes";"Dulidae";"Aves";"Passeriformes";"Dulidae";"Clusia rosea";"Clusia";"Magnoliopsida";"Malpighiales";"Clusiaceae";"Clusiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Las Auyamas, Buena Vista, La Vega, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,16933";"-70,65987";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"781";"Clusia rosea";"Melanerpes portoricensis";1788;"Melanerpes portoricensis";"Melanerpes";"Aves";"Piciformes";"Picidae";"Aves";"Piciformes";"Picidae";"Clusia rosea";"Clusia";"Magnoliopsida";"Malpighiales";"Clusiaceae";"Clusiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"resident";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Montaña, Aguadilla";"moist limestone (karst) forest";18,22566835;-66,46639658;"18.464577° N";"66.113023° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo & Morales 2016";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"782";"Clusia rosea";"Tyrannus dominicensis";2135;"Tyrannus dominicensis";"Tyrannus";"Aves";"Passeriformes";"Tyrannidae";"Aves";"Passeriformes";"Tyrannidae";"Clusia rosea";"Clusia";"Magnoliopsida";"Malpighiales";"Clusiaceae";"Clusiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"resident";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Finca Montaña";"karstic forest";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"precise";"Caraballo-Ortiz et al. (2017)";"plant-oriented";"Native";"No";"No";"Native";"No";"No"
"783";"Clusia rosea";"Icterus dominicensis";2304;"Icterus dominicensis";"Icterus";"Aves";"Passeriformes";"Icteridae";"Aves";"Passeriformes";"Icteridae";"Clusia rosea";"Clusia";"Magnoliopsida";"Malpighiales";"Clusiaceae";"Clusiaceae";"tree";"native";"native";"LC";"";NA;"red";NA;NA;"birds";"";"";NA;"resident";"";"LC";"Cuba";"Cuba";"Cuba";"Reserva de la Biosfera ""Sierra del Rosario"", Pinar del Río";"";21,62469202;-79,03330319;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Mancina et al. 2003";"animal-oriented";"Native";"Yes";"No";"Native";"No";"No"
"784";"Clusia rosea";"Mimus polyglottos";1762;"Mimus polyglottos";"Mimus";"Aves";"Passeriformes";"Mimidae";"Aves";"Passeriformes";"Mimidae";"Clusia rosea";"Clusia";"Magnoliopsida";"Malpighiales";"Clusiaceae";"Clusiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"resident";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Montaña, Aguadilla";"moist limestone (karst) forest";18,22566835;-66,46639658;"18.464577° N";"66.113023° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo & Morales 2016";"animal-oriented";"Native";"No";"No";"Native";"No";"No"
"785";"Clusia sp.";"Melanerpes herminieri";2639;"Melanerpes herminieri";"Melanerpes";"Aves";"Piciformes";"Picidae";"Aves";"Piciformes";"Picidae";"Clusia sp.";"Clusia";"Magnoliopsida";"Malpighiales";"Clusiaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Guadeloupe";"Guadeloupe";"Guadeloupe";"";"";16,27;-61,580002;"";"";"EC";15,9098171627273;-62,1116501418182;"";"Pascal Villard 1999";"plant-oriented";"Native";"Yes";"Yes";"NoData";"No";"No"
"786";"Clusia sp.";"Aratinga chloroptera";1865;"Psittacara chloropterus";"Aratinga";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Psittaciformes";"Psittacidae";"Clusia sp.";"Clusia";"Magnoliopsida";"Malpighiales";"Clusiaceae";"Clusiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";NA;"";18,89620449;-70,49627229;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Nigel Collar, Peter F. D. Boesman, Chris Sharpe, and Harold F. Greeney, Version: 1.0 — Published March 4, 2022";"animal-oriented";"Native";"Yes";"No";"NoData";"No";"No"
"787";"Clusia sp.";"Amazona versicolor";1909;"Amazona versicolor";"Amazona";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Psittaciformes";"Psittacidae";"Clusia sp.";"Clusia";"Magnoliopsida";"Malpighiales";"Clusiaceae";"Clusiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"resident";"";"";"Saint Lucia";"Saint Lucia";"Saint Lucia";NA;"";13,90248488;-60,96957735;"";"";"EC";15,9098171627273;-62,1116501418182;"";"";"animal-oriented";"Native";"Yes";"Yes";"NoData";"No";"No"
"788";"Clusia sp.";"Amazona imperialis";1959;"Amazona imperialis";"Amazona";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Psittaciformes";"Psittacidae";"Clusia sp.";"Clusia";"Magnoliopsida";"Malpighiales";"Clusiaceae";"Clusiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominica";"Dominica";"Dominica";NA;"";15,43625504;-61,35619173;"";"";"EC";15,9098171627273;-62,1116501418182;"";"";"animal-oriented";"Native";"Yes";"Yes";"NoData";"No";"No"
"789";"Clusia sp.";"Margarops fuscatus";2048;"Margarops fuscatus";"Margarops";"Aves";"Passeriformes";"Mimidae";"Aves";"Passeriformes";"Mimidae";"Clusia sp.";"Clusia";"Magnoliopsida";"Malpighiales";"Clusiaceae";"Clusiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";NA;"";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"";"animal-oriented";"Native";"No";"No";"NoData";"No";"No"
"790";"Clusia sp.";"Cinclocerthia ruficauda";2641;"Cinclocerthia ruficauda";"Cinclocerthia";"Aves";"Passeriformes";"Mimidae";"Aves";"Passeriformes";"Mimidae";"Clusia sp.";"Clusia";"Magnoliopsida";"Malpighiales";"Clusiaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Guadeloupe";"Guadeloupe";"Guadeloupe";"Parque National de Guadeloupe";"subtropical wet forest";16,27;-61,580002;"";"";"EC";15,9098171627273;-62,1116501418182;"";"pers. Obs.";"plant-oriented";"Native";"Yes";"No";"NoData";"No";"No"
"791";"Clusia sp.";"Geotrygon chrysia";1877;"Geotrygon chrysia";"Geotrygon";"Aves";"Columbiformes";"Columbidae";"Aves";"Passeriformes";"Parulidae";"Clusia sp.";"Clusia";"Magnoliopsida";"Malpighiales";"Clusiaceae";"Clusiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";NA;"";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Luis F. Baptista, Pepper W. Trail, H.M. Horblit, and Peter F. D. Boesman";"animal-oriented";"Native";"Yes";"No";"NoData";"No";"No"
"792";"Coccoloba diversifolia";"Loxigilla portoricensis";1714;"Loxigilla portoricensis";"Loxigilla";"Aves";"Passeriformes";"Thraupidae";"Aves";"Passeriformes";"Thraupidae";"Coccoloba diversifolia";"Coccoloba";"Magnoliopsida";"Caryophyllales";"Polygonaceae";"Polygonaceae";"shrub/small tree";"native";"native";"";"";NA;"purple";NA;NA;"birds";"";"";NA;"resident";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Dominguito, Arecibo";"moist limestone (karst) forest";18,22566835;-66,46639658;"18.406677° N";"66.731855° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"No";"Native";"No";"No"
"793";"Coccoloba diversifolia";"Spindalis portoricensis";1782;"Spindalis portoricensis";"Spindalis";"Aves";"Passeriformes";"Spindalidae";"Aves";"Passeriformes";"Spindalidae";"Coccoloba diversifolia";"Coccoloba";"Magnoliopsida";"Caryophyllales";"Polygonaceae";"Polygonaceae";"shrub/small tree";"native";"native";"";"";NA;"purple";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Montaña, Aguadilla";"moist limestone (karst) forest";18,22566835;-66,46639658;"18.464577° N";"66.113023° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo & Morales 2016";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"794";"Coccoloba diversifolia";"Cyclura cychlura cychlura";2188;"Cyclura cychlura cychlura";"Cyclura";"Reptilia";"Squamata";"Iguanidae";"Reptilia";"Squamata";"Iguanidae";"Coccoloba diversifolia";"Coccoloba";"Magnoliopsida";"Caryophyllales";"Polygonaceae";"Polygonaceae ";"tree";"native";"native";"";"";NA;"purple";NA;NA;"reptile";"";"";NA;"resident";"";"";"Bahamas";"Andros";"The Bahamas";"South Andros";"karstic forest";24,2218008;-76,55065181;"";"";"BHM";23,8247400227642;-75,7899939498374;"precise";"Knapp (2005)";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"795";"Coccoloba diversifolia";"Geocapromys ingrahami";2120;"Geocapromys ingrahami";"Geocapromys";"Mammalia";"Rodentia";"Capromyidae";"Mammalia";"Rodentia";"Capromyidae";"Coccoloba diversifolia";"Coccoloba";"Magnoliopsida";"Caryophyllales";"Polygonaceae";"Polygonaceae";"shrub/small tree";"native";"native";"";"";NA;"purple";NA;NA;"non volant mammal";"";"";NA;"resident";"";"";"Bahamas";"Crooked Island";"The Bahamas";"Crooked Island";"limestone";24,2218008;-76,55065181;"";"";"BHM";23,8247400227642;-75,7899939498374;"unprecise";"Lebreve et al. (2019)";"animal-oriented";"Native";"Yes";"No";"Native";"No";"No"
"796";"Coccoloba diversifolia";"Corvus leucognaphalus";3206;"Corvus leucognaphalus";"Corvus";"Aves";"Passeriformes";"Corvidae";"Aves";"Passeriformes";"Corvidae";"Coccoloba diversifolia";"Coccoloba";"Magnoliopsida";"Caryophyllales";"Polygonaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Los Haitises";"subtropical wet forest";18,89620449;-70,49627229;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Wiley 2006";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"797";"Coccoloba diversifolia";"Corvus leucognaphalus";2596;"Corvus leucognaphalus";"Corvus";"Aves";"Passeriformes";"Corvidae";"Aves";"Passeriformes";"Corvidae";"Coccoloba diversifolia";"Coccoloba";"Magnoliopsida";"Caryophyllales";"Polygonaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Cuba";"Cuba";"Cuba";"Soplillar NP, Matanzas";"subtropical dry forest";21,62469202;-79,03330319;"";"";"GA";19,0740227101688;-70,7529184711968;"";"ebird";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"798";"Coccoloba diversifolia";"Loxigilla portoricensis";2725;"Melopyrrha portoricensis";"Loxigilla";"Aves";"Passeriformes";"Thraupidae";"Aves";"Passeriformes";"Thraupidae";"Coccoloba diversifolia";"Coccoloba";"Magnoliopsida";"Caryophyllales";"Polygonaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Bosque de Vega (Vega Baja)";"subtropical moist forest";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"personal obs.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"799";"Coccoloba diversifolia";"Setophaga kirtlandii";2107;"Dendroica kirtlandii";"Setophaga";"Aves";"Passeriformes";"Parulidae";"Aves";"Passeriformes";"Parulidae";"Coccoloba diversifolia";"Coccoloba";"Magnoliopsida";"Caryophyllales";"Polygonaceae";"Polygonaceae";"shrub/small tree";"native";"native";"";"";NA;"purple";NA;NA;"birds";"";"";NA;"migratory";"";"";"Bahamas";"Eleuthera";"The Bahamas";"several sites";"dry forest";24,2218008;-76,55065181;"";"";"BHM";23,8247400227642;-75,7899939498374;"unprecise";"Wunderle et al. (2010)";"animal-oriented";"Native";"No";"No";"Native";"No";"No"
"800";"Coccoloba diversifolia";"Tyrannus dominicensis";2149;"Tyrannus dominicensis";"Tyrannus";"Aves";"Passeriformes";"Tyrannidae";"Aves";"Passeriformes";"Tyrannidae";"Coccoloba diversifolia";"Coccoloba";"Magnoliopsida";"Caryophyllales";"Polygonaceae";"Polygonaceae ";"tree";"native";"native";"";"";NA;"purple";NA;NA;"birds";"";"";NA;"resident";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Finca Montaña";"karstic forest";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"precise";"Caraballo-Ortiz et al. (2017)";"plant-oriented";"Native";"No";"No";"Native";"No";"No"
"801";"Coccoloba diversifolia";"Patagioenas squamosa";2674;"Patagioenas squamosa";"Patagioenas";"Aves";"Columbiformes";"Columbidae";"Aves";"Columbiformes";"Columbidae";"Coccoloba diversifolia";"Coccoloba";"Magnoliopsida";"Caryophyllales";"Polygonaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Hacienda La Esperanza Nature Reserve (Manatí)";"subtropical moist forest";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"personal obs.";"plant-oriented";"Native";"No";"No";"Native";"No";"No"
"802";"Coccoloba diversifolia";"Turdus plumbeus";1725;"Turdus plumbeus";"Turdus";"Aves";"Passeriformes";"Turdidae";"Aves";"Passeriformes";"Turdidae";"Coccoloba diversifolia";"Coccoloba";"Magnoliopsida";"Caryophyllales";"Polygonaceae";"Polygonaceae";"shrub/small tree";"native";"native";"";"";NA;"purple";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Dominguito, Arecibo";"moist limestone (karst) forest";18,22566835;-66,46639658;"18.406677° N";"66.731855° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"No";"Native";"No";"No"
"803";"Coccoloba diversifolia";"Mimus polyglottos";2148;"Mimus polyglottos";"Mimus";"Aves";"Passeriformes";"Mimidae";"Aves";"Passeriformes";"Mimidae";"Coccoloba diversifolia";"Coccoloba";"Magnoliopsida";"Caryophyllales";"Polygonaceae";"Polygonaceae ";"tree";"native";"native";"";"";NA;"purple";NA;NA;"birds";"";"";NA;"resident";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Finca Montaña";"karstic forest";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"precise";"Caraballo-Ortiz et al. (2017)";"plant-oriented";"Native";"No";"No";"Native";"No";"No"
